"group","LAD13CD","amount","year"
"Alcohol away from home","E06000026",3.27475901,2010
"Bread","E06000026",1.862208719,2010
"Butter","E06000026",0.162753296,2010
"Cakes puddings and pastry","E06000026",0.897526266,2010
"Coffee","E06000026",0.266774242,2010
"Eating out","E06000026",8.465215626,2010
"Eggs","E06000026",0.275791144,2010
"Fish","E06000026",0.974634696,2010
"Fruit","E06000026",1.694063592,2010
"Milk products","E06000026",2.686746391,2010
"Non alcoholic drinks","E06000026",1.315205942,2010
"Oils and fats","E06000026",0.340467472,2010
"Other","E06000026",1.202148799,2010
"Pasta","E06000026",0.176616561,2010
"Poultry","E06000026",0.820324058,2010
"Processed and Other Meat","E06000026",0.006750943,2010
"Processed Meat","E06000026",2.817746254,2010
"Red Meat","E06000026",1.264491147,2010
"Rice","E06000026",0.129367853,2010
"Sauces and spices","E06000026",0.081069478,2010
"Sugar confectionary and jam","E06000026",1.506458644,2010
"Takeaway","E06000026",1.749060473,2010
"Tea","E06000026",0.205166415,2010
"Tobacco","E06000026",2.048847706,2010
"Vegtables","E06000026",3.100626519,2010
"Alcohol at home","E06000027",3.3681315,2010
"Alcohol away from home","E06000027",2.91973671,2010
"Bread","E06000027",2.014782029,2010
"Butter","E06000027",0.186296638,2010
"Cakes puddings and pastry","E06000027",0.958880761,2010
"Coffee","E06000027",0.300355233,2010
"Eating out","E06000027",8.01521146,2010
"Eggs","E06000027",0.302046023,2010
"Fish","E06000027",1.085600927,2010
"Fruit","E06000027",1.86488827,2010
"Milk products","E06000027",2.922138753,2010
"Non alcoholic drinks","E06000027",1.334110675,2010
"Oils and fats","E06000027",0.377670498,2010
"Other","E06000027",1.282649802,2010
"Pasta","E06000027",0.17243223,2010
"Poultry","E06000027",0.871371045,2010
"Processed and Other Meat","E06000027",0.00606574,2010
"Processed Meat","E06000027",3.074773755,2010
"Red Meat","E06000027",1.425616969,2010
"Rice","E06000027",0.126996203,2010
"Sauces and spices","E06000027",0.087135085,2010
"Sugar confectionary and jam","E06000027",1.612636923,2010
"Takeaway","E06000027",1.601877994,2010
"Tea","E06000027",0.230034512,2010
"Tobacco","E06000027",2.07415251,2010
"Vegtables","E06000027",3.309739907,2010
"Alcohol at home","E06000028",3.245656106,2010
"Alcohol away from home","E06000028",3.384120074,2010
"Bread","E06000028",1.835089536,2010
"Butter","E06000028",0.163395991,2010
"Cakes puddings and pastry","E06000028",0.885394482,2010
"Coffee","E06000028",0.258490327,2010
"Eating out","E06000028",8.787027481,2010
"Eggs","E06000028",0.275268309,2010
"Fish","E06000028",0.984697803,2010
"Fruit","E06000028",1.712091977,2010
"Milk products","E06000028",2.635215152,2010
"Non alcoholic drinks","E06000028",1.289257461,2010
"Oils and fats","E06000028",0.333481802,2010
"Other","E06000028",1.190023076,2010
"Pasta","E06000028",0.174413636,2010
"Poultry","E06000028",0.806290544,2010
"Processed and Other Meat","E06000028",0.005868198,2010
"Processed Meat","E06000028",2.747081727,2010
"Red Meat","E06000028",1.244714362,2010
"Rice","E06000028",0.133727773,2010
"Sauces and spices","E06000028",0.084088466,2010
"Sugar confectionary and jam","E06000028",1.486239908,2010
"Takeaway","E06000028",1.75077039,2010
"Tea","E06000028",0.204362319,2010
"Tobacco","E06000028",1.936066644,2010
"Vegtables","E06000028",3.081282823,2010
"Alcohol at home","E06000029",3.393540451,2010
"Alcohol away from home","E06000029",3.100390371,2010
"Bread","E06000029",1.963238992,2010
"Butter","E06000029",0.178949826,2010
"Cakes puddings and pastry","E06000029",0.950340468,2010
"Coffee","E06000029",0.283043051,2010
"Eating out","E06000029",8.526326761,2010
"Eggs","E06000029",0.296214392,2010
"Fish","E06000029",1.055628902,2010
"Fruit","E06000029",1.836489822,2010
"Milk products","E06000029",2.846678954,2010
"Non alcoholic drinks","E06000029",1.337915953,2010
"Oils and fats","E06000029",0.364374415,2010
"Other","E06000029",1.268866225,2010
"Pasta","E06000029",0.17886885,2010
"Poultry","E06000029",0.861930111,2010
"Processed and Other Meat","E06000029",0.006392378,2010
"Processed Meat","E06000029",2.978329409,2010
"Red Meat","E06000029",1.365996576,2010
"Rice","E06000029",0.13389816,2010
"Sauces and spices","E06000029",0.086663774,2010
"Sugar confectionary and jam","E06000029",1.580965795,2010
"Takeaway","E06000029",1.654989089,2010
"Tea","E06000029",0.221777426,2010
"Tobacco","E06000029",1.956680823,2010
"Vegtables","E06000029",3.271712007,2010
"Alcohol at home","E06000030",3.205686225,2010
"Alcohol away from home","E06000030",3.123100625,2010
"Bread","E06000030",1.842449849,2010
"Butter","E06000030",0.156446563,2010
"Cakes puddings and pastry","E06000030",0.885248063,2010
"Coffee","E06000030",0.25756082,2010
"Eating out","E06000030",8.691974259,2010
"Eggs","E06000030",0.276647693,2010
"Fish","E06000030",0.975193875,2010
"Fruit","E06000030",1.739256571,2010
"Milk products","E06000030",2.669470161,2010
"Non alcoholic drinks","E06000030",1.338899444,2010
"Oils and fats","E06000030",0.343342147,2010
"Other","E06000030",1.214700745,2010
"Pasta","E06000030",0.185886991,2010
"Poultry","E06000030",0.843236665,2010
"Processed and Other Meat","E06000030",0.008171901,2010
"Processed Meat","E06000030",2.696703857,2010
"Red Meat","E06000030",1.263991399,2010
"Rice","E06000030",0.157357214,2010
"Sauces and spices","E06000030",0.090864385,2010
"Sugar confectionary and jam","E06000030",1.491171045,2010
"Takeaway","E06000030",1.760841381,2010
"Tea","E06000030",0.202452094,2010
"Tobacco","E06000030",1.873824817,2010
"Vegtables","E06000030",3.156155062,2010
"Alcohol at home","E06000031",2.968566536,2010
"Alcohol away from home","E06000031",2.849263459,2010
"Bread","E06000031",1.808857435,2010
"Butter","E06000031",0.152834316,2010
"Cakes puddings and pastry","E06000031",0.864627628,2010
"Coffee","E06000031",0.250963226,2010
"Eating out","E06000031",8.144422593,2010
"Eggs","E06000031",0.272455612,2010
"Fish","E06000031",0.934902336,2010
"Fruit","E06000031",1.6978744,2010
"Milk products","E06000031",2.643912313,2010
"Non alcoholic drinks","E06000031",1.327308441,2010
"Oils and fats","E06000031",0.3448269,2010
"Other","E06000031",1.204202032,2010
"Pasta","E06000031",0.183620647,2010
"Poultry","E06000031",0.832115478,2010
"Processed and Other Meat","E06000031",0.007135135,2010
"Processed Meat","E06000031",2.622480719,2010
"Red Meat","E06000031",1.237624604,2010
"Rice","E06000031",0.167614091,2010
"Sauces and spices","E06000031",0.090618835,2010
"Sugar confectionary and jam","E06000031",1.470298387,2010
"Takeaway","E06000031",1.741667232,2010
"Tea","E06000031",0.196953329,2010
"Tobacco","E06000031",1.933837089,2010
"Vegtables","E06000031",3.073188724,2010
"Alcohol at home","E06000032",2.336417133,2010
"Alcohol away from home","E06000032",2.284684888,2010
"Bread","E06000032",1.588130132,2010
"Butter","E06000032",0.129610296,2010
"Cakes puddings and pastry","E06000032",0.741122209,2010
"Coffee","E06000032",0.209314819,2010
"Eating out","E06000032",7.738761832,2010
"Eggs","E06000032",0.257978861,2010
"Fish","E06000032",0.867275298,2010
"Fruit","E06000032",1.668603627,2010
"Milk products","E06000032",2.330570154,2010
"Non alcoholic drinks","E06000032",1.252328357,2010
"Oils and fats","E06000032",0.339980448,2010
"Other","E06000032",1.088935573,2010
"Pasta","E06000032",0.178357056,2010
"Poultry","E06000032",0.815959369,2010
"Processed and Other Meat","E06000032",0.016007298,2010
"Processed Meat","E06000032",2.062324982,2010
"Red Meat","E06000032",1.156647293,2010
"Rice","E06000032",0.244777029,2010
"Sauces and spices","E06000032",0.102185195,2010
"Sugar confectionary and jam","E06000032",1.297222029,2010
"Takeaway","E06000032",1.745821778,2010
"Tea","E06000032",0.172332641,2010
"Tobacco","E06000032",1.519454382,2010
"Vegtables","E06000032",2.864298837,2010
"Alcohol at home","E06000033",3.370699191,2010
"Alcohol away from home","E06000033",3.201268288,2010
"Bread","E06000033",1.927183244,2010
"Butter","E06000033",0.170311475,2010
"Cakes puddings and pastry","E06000033",0.926605973,2010
"Coffee","E06000033",0.2750774,2010
"Eating out","E06000033",8.827877638,2010
"Eggs","E06000033",0.28852028,2010
"Fish","E06000033",1.042540339,2010
"Fruit","E06000033",1.818654753,2010
"Milk products","E06000033",2.798284789,2010
"Non alcoholic drinks","E06000033",1.357267066,2010
"Oils and fats","E06000033",0.354652055,2010
"Other","E06000033",1.261401303,2010
"Pasta","E06000033",0.183292113,2010
"Poultry","E06000033",0.849348641,2010
"Processed and Other Meat","E06000033",0.008618581,2010
"Processed Meat","E06000033",2.869929852,2010
"Red Meat","E06000033",1.323645011,2010
"Rice","E06000033",0.1392467,2010
"Sauces and spices","E06000033",0.089380352,2010
"Sugar confectionary and jam","E06000033",1.563667646,2010
"Takeaway","E06000033",1.717422566,2010
"Tea","E06000033",0.214486721,2010
"Tobacco","E06000033",1.91278287,2010
"Vegtables","E06000033",3.254748723,2010
"Alcohol at home","E06000034",3.178874117,2010
"Alcohol away from home","E06000034",3.098076209,2010
"Bread","E06000034",1.864257624,2010
"Butter","E06000034",0.156595463,2010
"Cakes puddings and pastry","E06000034",0.89094865,2010
"Coffee","E06000034",0.2580752,2010
"Eating out","E06000034",8.514451022,2010
"Eggs","E06000034",0.276841042,2010
"Fish","E06000034",0.9753693,2010
"Fruit","E06000034",1.722006498,2010
"Milk products","E06000034",2.705794912,2010
"Non alcoholic drinks","E06000034",1.369462829,2010
"Oils and fats","E06000034",0.341462986,2010
"Other","E06000034",1.231460948,2010
"Pasta","E06000034",0.187244668,2010
"Poultry","E06000034",0.836526976,2010
"Processed and Other Meat","E06000034",0.011066217,2010
"Processed Meat","E06000034",2.744471454,2010
"Red Meat","E06000034",1.254758468,2010
"Rice","E06000034",0.147151197,2010
"Sauces and spices","E06000034",0.085460152,2010
"Sugar confectionary and jam","E06000034",1.514244648,2010
"Takeaway","E06000034",1.740531785,2010
"Tea","E06000034",0.201905909,2010
"Tobacco","E06000034",1.924756531,2010
"Vegtables","E06000034",3.139682524,2010
"Alcohol at home","E06000035",3.278290043,2010
"Alcohol away from home","E06000035",3.216650092,2010
"Bread","E06000035",1.895392101,2010
"Butter","E06000035",0.161187586,2010
"Cakes puddings and pastry","E06000035",0.907417282,2010
"Coffee","E06000035",0.267419726,2010
"Eating out","E06000035",8.78045074,2010
"Eggs","E06000035",0.281622393,2010
"Fish","E06000035",1.00213943,2010
"Fruit","E06000035",1.758629492,2010
"Milk products","E06000035",2.747785898,2010
"Non alcoholic drinks","E06000035",1.371607601,2010
"Oils and fats","E06000035",0.348245426,2010
"Other","E06000035",1.241387412,2010
"Pasta","E06000035",0.18622124,2010
"Poultry","E06000035",0.847200022,2010
"Processed and Other Meat","E06000035",0.010323145,2010
"Processed Meat","E06000035",2.8092507,2010
"Red Meat","E06000035",1.293394985,2010
"Rice","E06000035",0.143927506,2010
"Sauces and spices","E06000035",0.087107157,2010
"Sugar confectionary and jam","E06000035",1.535967078,2010
"Takeaway","E06000035",1.763893179,2010
"Tea","E06000035",0.206755247,2010
"Tobacco","E06000035",1.994334555,2010
"Vegtables","E06000035",3.200326774,2010
"Alcohol at home","E06000036",3.62422278,2010
"Alcohol away from home","E06000036",3.538252877,2010
"Bread","E06000036",1.928791542,2010
"Butter","E06000036",0.166481585,2010
"Cakes puddings and pastry","E06000036",0.937900539,2010
"Coffee","E06000036",0.268236903,2010
"Eating out","E06000036",9.93501039,2010
"Eggs","E06000036",0.289418287,2010
"Fish","E06000036",1.061123668,2010
"Fruit","E06000036",1.878214444,2010
"Milk products","E06000036",2.804707254,2010
"Non alcoholic drinks","E06000036",1.412769781,2010
"Oils and fats","E06000036",0.347541063,2010
"Other","E06000036",1.289069044,2010
"Pasta","E06000036",0.198231063,2010
"Poultry","E06000036",0.875870606,2010
"Processed and Other Meat","E06000036",0.009748595,2010
"Processed Meat","E06000036",2.840101245,2010
"Red Meat","E06000036",1.316806298,2010
"Rice","E06000036",0.155821914,2010
"Sauces and spices","E06000036",0.093520306,2010
"Sugar confectionary and jam","E06000036",1.579126914,2010
"Takeaway","E06000036",1.855178265,2010
"Tea","E06000036",0.209126112,2010
"Tobacco","E06000036",1.801933725,2010
"Vegtables","E06000036",3.367661952,2010
"Alcohol at home","E06000037",3.767693648,2010
"Alcohol away from home","E06000037",3.539928152,2010
"Bread","E06000037",1.980121428,2010
"Butter","E06000037",0.17756644,2010
"Cakes puddings and pastry","E06000037",0.956401098,2010
"Coffee","E06000037",0.288016986,2010
"Eating out","E06000037",9.913555803,2010
"Eggs","E06000037",0.297370241,2010
"Fish","E06000037",1.104794209,2010
"Fruit","E06000037",1.931892134,2010
"Milk products","E06000037",2.882564851,2010
"Non alcoholic drinks","E06000037",1.407313214,2010
"Oils and fats","E06000037",0.353608892,2010
"Other","E06000037",1.304480911,2010
"Pasta","E06000037",0.191085773,2010
"Poultry","E06000037",0.887538944,2010
"Processed and Other Meat","E06000037",0.008302566,2010
"Processed Meat","E06000037",2.941473216,2010
"Red Meat","E06000037",1.37978683,2010
"Rice","E06000037",0.145204301,2010
"Sauces and spices","E06000037",0.092246691,2010
"Sugar confectionary and jam","E06000037",1.615482266,2010
"Takeaway","E06000037",1.80093493,2010
"Tea","E06000037",0.21911771,2010
"Tobacco","E06000037",1.80266818,2010
"Vegtables","E06000037",3.415523256,2010
"Alcohol at home","E06000038",3.007680686,2010
"Alcohol away from home","E06000038",3.29335378,2010
"Bread","E06000038",1.733069817,2010
"Butter","E06000038",0.140240778,2010
"Cakes puddings and pastry","E06000038",0.831641688,2010
"Coffee","E06000038",0.231286517,2010
"Eating out","E06000038",9.314124197,2010
"Eggs","E06000038",0.268953697,2010
"Fish","E06000038",0.946283373,2010
"Fruit","E06000038",1.718064462,2010
"Milk products","E06000038",2.522005146,2010
"Non alcoholic drinks","E06000038",1.33743108,2010
"Oils and fats","E06000038",0.33540954,2010
"Other","E06000038",1.182679261,2010
"Pasta","E06000038",0.188899174,2010
"Poultry","E06000038",0.806812502,2010
"Processed and Other Meat","E06000038",0.014376624,2010
"Processed Meat","E06000038",2.429325553,2010
"Red Meat","E06000038",1.171540649,2010
"Rice","E06000038",0.188173329,2010
"Sauces and spices","E06000038",0.100122721,2010
"Sugar confectionary and jam","E06000038",1.412318423,2010
"Takeaway","E06000038",1.860225079,2010
"Tea","E06000038",0.189659417,2010
"Tobacco","E06000038",1.792020259,2010
"Vegtables","E06000038",3.074140751,2010
"Alcohol at home","E06000039",2.228859391,2010
"Alcohol away from home","E06000039",2.177037185,2010
"Bread","E06000039",1.579194474,2010
"Butter","E06000039",0.123871883,2010
"Cakes puddings and pastry","E06000039",0.73705629,2010
"Coffee","E06000039",0.20340409,2010
"Eating out","E06000039",8.033201757,2010
"Eggs","E06000039",0.264706198,2010
"Fish","E06000039",0.876338747,2010
"Fruit","E06000039",1.751057427,2010
"Milk products","E06000039",2.329986404,2010
"Non alcoholic drinks","E06000039",1.292743615,2010
"Oils and fats","E06000039",0.353925425,2010
"Other","E06000039",1.105929068,2010
"Pasta","E06000039",0.190395169,2010
"Poultry","E06000039",0.850897305,2010
"Processed and Other Meat","E06000039",0.013156566,2010
"Processed Meat","E06000039",1.936570785,2010
"Red Meat","E06000039",1.172833915,2010
"Rice","E06000039",0.279970131,2010
"Sauces and spices","E06000039",0.115759707,2010
"Sugar confectionary and jam","E06000039",1.290823504,2010
"Takeaway","E06000039",1.826697215,2010
"Tea","E06000039",0.173516219,2010
"Tobacco","E06000039",1.376488198,2010
"Vegtables","E06000039",2.959952877,2010
"Alcohol at home","E06000040",3.723367032,2010
"Alcohol away from home","E06000040",3.480428902,2010
"Bread","E06000040",1.94155266,2010
"Butter","E06000040",0.174431666,2010
"Cakes puddings and pastry","E06000040",0.943338529,2010
"Coffee","E06000040",0.281231355,2010
"Eating out","E06000040",10.149233077,2010
"Eggs","E06000040",0.294566511,2010
"Fish","E06000040",1.108201651,2010
"Fruit","E06000040",1.964417432,2010
"Milk products","E06000040",2.834161819,2010
"Non alcoholic drinks","E06000040",1.388407374,2010
"Oils and fats","E06000040",0.356783869,2010
"Other","E06000040",1.282076481,2010
"Pasta","E06000040",0.190409499,2010
"Poultry","E06000040",0.873546966,2010
"Processed and Other Meat","E06000040",0.009159748,2010
"Processed Meat","E06000040",2.838865076,2010
"Red Meat","E06000040",1.363549265,2010
"Rice","E06000040",0.160683234,2010
"Sauces and spices","E06000040",0.101015334,2010
"Sugar confectionary and jam","E06000040",1.604449583,2010
"Takeaway","E06000040",1.793757767,2010
"Tea","E06000040",0.217020905,2010
"Tobacco","E06000040",1.722993581,2010
"Vegtables","E06000040",3.41528958,2010
"Alcohol at home","E06000041",3.734963766,2010
"Alcohol away from home","E06000041",3.473929982,2010
"Bread","E06000041",1.952441983,2010
"Butter","E06000041",0.174301381,2010
"Cakes puddings and pastry","E06000041",0.949143793,2010
"Coffee","E06000041",0.280366518,2010
"Eating out","E06000041",10.202355842,2010
"Eggs","E06000041",0.295439485,2010
"Fish","E06000041",1.109718371,2010
