"group","LAD13CD","amount","year"
"Red Meat","E08000036",1.277068822,2011
"Rice","E08000036",0.135817699,2011
"Sauces and spices","E08000036",0.083547706,2011
"Sugar confectionary and jam","E08000036",1.561021442,2011
"Takeaway","E08000036",1.658135147,2011
"Tea","E08000036",0.20320134,2011
"Tobacco","E08000036",2.139812638,2011
"Vegtables","E08000036",3.102892645,2011
"Alcohol at home","E08000037",3.205415064,2011
"Alcohol away from home","E08000037",3.141310098,2011
"Bread","E08000037",2.006465785,2011
"Butter","E08000037",0.185870581,2011
"Cakes puddings and pastry","E08000037",0.911035682,2011
"Coffee","E08000037",0.285310041,2011
"Eating out","E08000037",8.515774505,2011
"Eggs","E08000037",0.275213564,2011
"Fish","E08000037",0.997061194,2011
"Fruit","E08000037",1.701769842,2011
"Milk products","E08000037",2.706610825,2011
"Non alcoholic drinks","E08000037",1.394280703,2011
"Oils and fats","E08000037",0.360177688,2011
"Other","E08000037",1.26755546,2011
"Pasta","E08000037",0.178492541,2011
"Poultry","E08000037",0.878023163,2011
"Processed and Other Meat","E08000037",0.009644062,2011
"Processed Meat","E08000037",2.955351817,2011
"Red Meat","E08000037",1.297732803,2011
"Rice","E08000037",0.133277869,2011
"Sauces and spices","E08000037",0.084910303,2011
"Sugar confectionary and jam","E08000037",1.584815773,2011
"Takeaway","E08000037",1.716937573,2011
"Tea","E08000037",0.208880993,2011
"Tobacco","E08000037",2.189807074,2011
"Vegtables","E08000037",3.150270638,2011
"Alcohol at home","E09000001",3.514931512,2011
"Alcohol away from home","E09000001",4.711035757,2011
"Bread","E09000001",2.108823454,2011
"Butter","E09000001",0.194761609,2011
"Cakes puddings and pastry","E09000001",0.963126147,2011
"Coffee","E09000001",0.300855742,2011
"Eating out","E09000001",11.256010275,2011
"Eggs","E09000001",0.305735601,2011
"Fish","E09000001",1.103615921,2011
"Fruit","E09000001",1.915881868,2011
"Milk products","E09000001",2.799606083,2011
"Non alcoholic drinks","E09000001",1.592645325,2011
"Oils and fats","E09000001",0.444078141,2011
"Other","E09000001",1.323799093,2011
"Pasta","E09000001",0.207675039,2011
"Poultry","E09000001",1.018974079,2011
"Processed and Other Meat","E09000001",0.016930144,2011
"Processed Meat","E09000001",3.066575236,2011
"Red Meat","E09000001",1.436053509,2011
"Rice","E09000001",0.204851862,2011
"Sauces and spices","E09000001",0.107949167,2011
"Sugar confectionary and jam","E09000001",1.627931557,2011
"Takeaway","E09000001",2.373127994,2011
"Tea","E09000001",0.218815661,2011
"Tobacco","E09000001",2.247249947,2011
"Vegtables","E09000001",3.504747864,2011
"Alcohol at home","E09000002",2.298837939,2011
"Alcohol away from home","E09000002",2.44546334,2011
"Bread","E09000002",1.734926091,2011
"Butter","E09000002",0.141249896,2011
"Cakes puddings and pastry","E09000002",0.829977801,2011
"Coffee","E09000002",0.206120734,2011
"Eating out","E09000002",7.824649012,2011
"Eggs","E09000002",0.26538574,2011
"Fish","E09000002",0.928217684,2011
"Fruit","E09000002",1.654680617,2011
"Milk products","E09000002",2.430480997,2011
"Non alcoholic drinks","E09000002",1.537822024,2011
"Oils and fats","E09000002",0.411675583,2011
"Other","E09000002",1.215064942,2011
"Pasta","E09000002",0.18279241,2011
"Poultry","E09000002",0.937317511,2011
"Processed and Other Meat","E09000002",0.027586445,2011
"Processed Meat","E09000002",2.264311834,2011
"Red Meat","E09000002",1.2346007,2011
"Rice","E09000002",0.24210875,2011
"Sauces and spices","E09000002",0.103812546,2011
"Sugar confectionary and jam","E09000002",1.386070634,2011
"Takeaway","E09000002",1.820294609,2011
"Tea","E09000002",0.161211602,2011
"Tobacco","E09000002",1.603296827,2011
"Vegtables","E09000002",2.956222732,2011
"Alcohol at home","E09000003",2.802071254,2011
"Alcohol away from home","E09000003",3.158107745,2011
"Bread","E09000003",1.864801908,2011
"Butter","E09000003",0.178299144,2011
"Cakes puddings and pastry","E09000003",0.843670667,2011
"Coffee","E09000003",0.254885171,2011
"Eating out","E09000003",10.075000712,2011
"Eggs","E09000003",0.291239666,2011
"Fish","E09000003",1.076323104,2011
"Fruit","E09000003",1.896473779,2011
"Milk products","E09000003",2.604676989,2011
"Non alcoholic drinks","E09000003",1.47389954,2011
"Oils and fats","E09000003",0.383140358,2011
"Other","E09000003",1.258674042,2011
"Pasta","E09000003",0.191009421,2011
"Poultry","E09000003",0.937732287,2011
"Processed and Other Meat","E09000003",0.022636752,2011
"Processed Meat","E09000003",2.464311392,2011
"Red Meat","E09000003",1.301056203,2011
"Rice","E09000003",0.231810159,2011
"Sauces and spices","E09000003",0.114481115,2011
"Sugar confectionary and jam","E09000003",1.501753318,2011
"Takeaway","E09000003",1.912554495,2011
"Tea","E09000003",0.187829502,2011
"Tobacco","E09000003",1.649467878,2011
"Vegtables","E09000003",3.304864258,2011
"Alcohol at home","E09000004",3.142507549,2011
"Alcohol away from home","E09000004",3.36959295,2011
"Bread","E09000004",2.018229745,2011
"Butter","E09000004",0.191772181,2011
"Cakes puddings and pastry","E09000004",0.933406079,2011
"Coffee","E09000004",0.278342135,2011
"Eating out","E09000004",10.057021174,2011
"Eggs","E09000004",0.289354304,2011
"Fish","E09000004",1.080213441,2011
"Fruit","E09000004",1.871109202,2011
"Milk products","E09000004",2.761590488,2011
"Non alcoholic drinks","E09000004",1.517646206,2011
"Oils and fats","E09000004",0.39216837,2011
"Other","E09000004",1.324249356,2011
"Pasta","E09000004",0.19109795,2011
"Poultry","E09000004",0.965752621,2011
"Processed and Other Meat","E09000004",0.015927977,2011
"Processed Meat","E09000004",2.860904411,2011
"Red Meat","E09000004",1.373250745,2011
"Rice","E09000004",0.187909667,2011
"Sauces and spices","E09000004",0.100897167,2011
"Sugar confectionary and jam","E09000004",1.62940722,2011
"Takeaway","E09000004",1.912192569,2011
"Tea","E09000004",0.20615946,2011
"Tobacco","E09000004",1.830318743,2011
"Vegtables","E09000004",3.336561897,2011
"Alcohol at home","E09000005",1.921011054,2011
"Alcohol away from home","E09000005",2.16988715,2011
"Bread","E09000005",1.67601922,2011
"Butter","E09000005",0.143332377,2011
"Cakes puddings and pastry","E09000005",0.764928818,2011
"Coffee","E09000005",0.201241825,2011
"Eating out","E09000005",7.828712488,2011
"Eggs","E09000005",0.286573518,2011
"Fish","E09000005",1.008074313,2011
"Fruit","E09000005",1.815810015,2011
"Milk products","E09000005",2.317399648,2011
"Non alcoholic drinks","E09000005",1.518686185,2011
"Oils and fats","E09000005",0.438926941,2011
"Other","E09000005",1.163399689,2011
"Pasta","E09000005",0.185852746,2011
"Poultry","E09000005",0.940193931,2011
"Processed and Other Meat","E09000005",0.037334036,2011
"Processed Meat","E09000005",1.907466753,2011
"Red Meat","E09000005",1.311851403,2011
"Rice","E09000005",0.331712782,2011
"Sauces and spices","E09000005",0.12270796,2011
"Sugar confectionary and jam","E09000005",1.269314852,2011
"Takeaway","E09000005",1.796258664,2011
"Tea","E09000005",0.157169947,2011
"Tobacco","E09000005",1.405215979,2011
"Vegtables","E09000005",3.083123025,2011
"Alcohol at home","E09000006",3.309260886,2011
"Alcohol away from home","E09000006",3.486724258,2011
"Bread","E09000006",2.048732072,2011
"Butter","E09000006",0.201049018,2011
"Cakes puddings and pastry","E09000006",0.940451938,2011
"Coffee","E09000006",0.289414816,2011
"Eating out","E09000006",10.604258803,2011
"Eggs","E09000006",0.302287714,2011
"Fish","E09000006",1.156646655,2011
"Fruit","E09000006",1.978998141,2011
"Milk products","E09000006",2.829112635,2011
"Non alcoholic drinks","E09000006",1.543348039,2011
"Oils and fats","E09000006",0.397879118,2011
"Other","E09000006",1.348452149,2011
"Pasta","E09000006",0.192417402,2011
"Poultry","E09000006",0.997974263,2011
"Processed and Other Meat","E09000006",0.0161253,2011
"Processed Meat","E09000006",2.897953942,2011
"Red Meat","E09000006",1.414758819,2011
"Rice","E09000006",0.196441938,2011
"Sauces and spices","E09000006",0.109794278,2011
"Sugar confectionary and jam","E09000006",1.660837118,2011
"Takeaway","E09000006",1.93617291,2011
"Tea","E09000006",0.213236312,2011
"Tobacco","E09000006",1.791187136,2011
"Vegtables","E09000006",3.480721518,2011
"Alcohol at home","E09000007",2.974260192,2011
"Alcohol away from home","E09000007",3.841595598,2011
"Bread","E09000007",1.83483548,2011
"Butter","E09000007",0.16923614,2011
"Cakes puddings and pastry","E09000007",0.833930043,2011
"Coffee","E09000007",0.259990704,2011
"Eating out","E09000007",11.309726138,2011
"Eggs","E09000007",0.289541979,2011
"Fish","E09000007",1.075348946,2011
"Fruit","E09000007",1.834773477,2011
"Milk products","E09000007",2.507765932,2011
"Non alcoholic drinks","E09000007",1.526771448,2011
"Oils and fats","E09000007",0.407109847,2011
"Other","E09000007",1.217024437,2011
"Pasta","E09000007",0.19993711,2011
"Poultry","E09000007",0.925753365,2011
"Processed and Other Meat","E09000007",0.017268548,2011
"Processed Meat","E09000007",2.501401644,2011
"Red Meat","E09000007",1.297266438,2011
"Rice","E09000007",0.232362765,2011
"Sauces and spices","E09000007",0.109732675,2011
"Sugar confectionary and jam","E09000007",1.482512272,2011
"Takeaway","E09000007",2.085277594,2011
"Tea","E09000007",0.183910484,2011
"Tobacco","E09000007",1.701711577,2011
"Vegtables","E09000007",3.307381627,2011
"Alcohol at home","E09000008",2.589138289,2011
"Alcohol away from home","E09000008",2.825869706,2011
"Bread","E09000008",1.832743111,2011
"Butter","E09000008",0.160156432,2011
"Cakes puddings and pastry","E09000008",0.861173529,2011
"Coffee","E09000008",0.231938497,2011
"Eating out","E09000008",8.880803197,2011
"Eggs","E09000008",0.287010401,2011
"Fish","E09000008",1.038498407,2011
"Fruit","E09000008",1.822894457,2011
"Milk products","E09000008",2.540648475,2011
"Non alcoholic drinks","E09000008",1.554441386,2011
"Oils and fats","E09000008",0.417823088,2011
"Other","E09000008",1.247851271,2011
"Pasta","E09000008",0.19135508,2011
"Poultry","E09000008",0.989906807,2011
"Processed and Other Meat","E09000008",0.027270072,2011
"Processed Meat","E09000008",2.413220523,2011
"Red Meat","E09000008",1.335243212,2011
"Rice","E09000008",0.261644047,2011
"Sauces and spices","E09000008",0.113656492,2011
"Sugar confectionary and jam","E09000008",1.460957292,2011
"Takeaway","E09000008",1.857101477,2011
"Tea","E09000008",0.179837137,2011
"Tobacco","E09000008",1.617520973,2011
"Vegtables","E09000008",3.222879692,2011
"Alcohol at home","E09000009",2.398845624,2011
"Alcohol away from home","E09000009",2.860429405,2011
"Bread","E09000009",1.767367288,2011
"Butter","E09000009",0.156768059,2011
"Cakes puddings and pastry","E09000009",0.80122141,2011
"Coffee","E09000009",0.229992688,2011
"Eating out","E09000009",9.323935002,2011
"Eggs","E09000009",0.292024794,2011
"Fish","E09000009",1.047948995,2011
"Fruit","E09000009",1.865216718,2011
"Milk products","E09000009",2.478849914,2011
"Non alcoholic drinks","E09000009",1.516300229,2011
"Oils and fats","E09000009",0.41322114,2011
"Other","E09000009",1.222932111,2011
"Pasta","E09000009",0.194094667,2011
"Poultry","E09000009",0.959119295,2011
"Processed and Other Meat","E09000009",0.030863488,2011
"Processed Meat","E09000009",2.198980124,2011
"Red Meat","E09000009",1.310835526,2011
"Rice","E09000009",0.287623732,2011
"Sauces and spices","E09000009",0.11947174,2011
"Sugar confectionary and jam","E09000009",1.39568153,2011
"Takeaway","E09000009",1.914858114,2011
"Tea","E09000009",0.174072474,2011
"Tobacco","E09000009",1.557685534,2011
"Vegtables","E09000009",3.24102664,2011
"Alcohol at home","E09000010",2.516736004,2011
"Alcohol away from home","E09000010",2.747453401,2011
"Bread","E09000010",1.818997994,2011
"Butter","E09000010",0.158406842,2011
"Cakes puddings and pastry","E09000010",0.859336388,2011
"Coffee","E09000010",0.23077957,2011
"Eating out","E09000010",8.647961025,2011
"Eggs","E09000010",0.280625002,2011
"Fish","E09000010",1.007686566,2011
"Fruit","E09000010",1.777265184,2011
"Milk products","E09000010",2.515452209,2011
"Non alcoholic drinks","E09000010",1.537383741,2011
"Oils and fats","E09000010",0.41478998,2011
"Other","E09000010",1.240215262,2011
"Pasta","E09000010",0.188497521,2011
"Poultry","E09000010",0.963349393,2011
"Processed and Other Meat","E09000010",0.02601607,2011
"Processed Meat","E09000010",2.401231381,2011
"Red Meat","E09000010",1.315021935,2011
"Rice","E09000010",0.249809624,2011
"Sauces and spices","E09000010",0.11025639,2011
"Sugar confectionary and jam","E09000010",1.449146028,2011
"Takeaway","E09000010",1.842401281,2011
"Tea","E09000010",0.177952395,2011
"Tobacco","E09000010",1.620783832,2011
"Vegtables","E09000010",3.147164041,2011
"Alcohol at home","E09000011",2.646574368,2011
"Alcohol away from home","E09000011",3.113608833,2011
"Bread","E09000011",1.802741405,2011
"Butter","E09000011",0.154774556,2011
"Cakes puddings and pastry","E09000011",0.851290871,2011
"Coffee","E09000011",0.229527992,2011
"Eating out","E09000011",9.232043761,2011
"Eggs","E09000011",0.275003287,2011
"Fish","E09000011",0.984610401,2011
"Fruit","E09000011",1.738820444,2011
"Milk products","E09000011",2.496202885,2011
"Non alcoholic drinks","E09000011",1.563261356,2011
"Oils and fats","E09000011",0.410004027,2011
"Other","E09000011",1.228606644,2011
"Pasta","E09000011",0.192631116,2011
"Poultry","E09000011",0.948644726,2011
"Processed and Other Meat","E09000011",0.023153566,2011
"Processed Meat","E09000011",2.428479369,2011
"Red Meat","E09000011",1.2716822,2011
"Rice","E09000011",0.237725492,2011
"Sauces and spices","E09000011",0.10682342,2011
"Sugar confectionary and jam","E09000011",1.448578582,2011
"Takeaway","E09000011",1.967694372,2011
"Tea","E09000011",0.174451399,2011
"Tobacco","E09000011",1.681936739,2011
"Vegtables","E09000011",3.120830578,2011
"Alcohol at home","E09000012",2.385969436,2011
"Alcohol away from home","E09000012",3.148693295,2011
"Bread","E09000012",1.653841064,2011
"Butter","E09000012",0.134858126,2011
"Cakes puddings and pastry","E09000012",0.779645608,2011
"Coffee","E09000012",0.206748548,2011
"Eating out","E09000012",9.333378832,2011
"Eggs","E09000012",0.261769412,2011
"Fish","E09000012",0.940953797,2011
"Fruit","E09000012",1.672030981,2011
"Milk products","E09000012",2.265129966,2011
"Non alcoholic drinks","E09000012",1.554115235,2011
"Oils and fats","E09000012",0.415134989,2011
"Other","E09000012",1.122485331,2011
"Pasta","E09000012",0.193433851,2011
"Poultry","E09000012",0.922472115,2011
"Processed and Other Meat","E09000012",0.025575382,2011
"Processed Meat","E09000012",2.14015557,2011
"Red Meat","E09000012",1.202998357,2011
"Rice","E09000012",0.257728669,2011
"Sauces and spices","E09000012",0.113744735,2011
"Sugar confectionary and jam","E09000012",1.317945992,2011
"Takeaway","E09000012",1.997048272,2011
"Tea","E09000012",0.152891861,2011
"Tobacco","E09000012",1.530771035,2011
"Vegtables","E09000012",3.002187209,2011
"Alcohol at home","E09000013",3.100979843,2011
"Alcohol away from home","E09000013",4.147360987,2011
"Bread","E09000013",1.827839967,2011
"Butter","E09000013",0.165857275,2011
"Cakes puddings and pastry","E09000013",0.846892497,2011
"Coffee","E09000013",0.251112386,2011
"Eating out","E09000013",11.607482095,2011
"Eggs","E09000013",0.280136366,2011
"Fish","E09000013",1.046248869,2011
"Fruit","E09000013",1.786563664,2011
"Milk products","E09000013",2.50044317,2011
"Non alcoholic drinks","E09000013",1.548215778,2011
"Oils and fats","E09000013",0.399676338,2011
"Other","E09000013",1.21071838,2011
"Pasta","E09000013",0.203132698,2011
"Poultry","E09000013",0.941779538,2011
"Processed and Other Meat","E09000013",0.017422602,2011
"Processed Meat","E09000013",2.545556818,2011
"Red Meat","E09000013",1.25119632,2011
"Rice","E09000013",0.216524967,2011
"Sauces and spices","E09000013",0.109723473,2011
"Sugar confectionary and jam","E09000013",1.478109668,2011
"Takeaway","E09000013",2.174784703,2011
"Tea","E09000013",0.180918043,2011
"Tobacco","E09000013",1.786170846,2011
"Vegtables","E09000013",3.285535014,2011
"Alcohol at home","E09000014",2.524653789,2011
"Alcohol away from home","E09000014",3.070216044,2011
"Bread","E09000014",1.773003989,2011
"Butter","E09000014",0.14846939,2011
"Cakes puddings and pastry","E09000014",0.82211873,2011
"Coffee","E09000014",0.226061046,2011
"Eating out","E09000014",9.141113704,2011
"Eggs","E09000014",0.276913726,2011
"Fish","E09000014",0.975985269,2011
"Fruit","E09000014",1.726515976,2011
"Milk products","E09000014",2.4141725,2011
"Non alcoholic drinks","E09000014",1.555477634,2011
"Oils and fats","E09000014",0.419015407,2011
"Other","E09000014",1.187189809,2011
"Pasta","E09000014",0.193237008,2011
"Poultry","E09000014",0.945395759,2011
"Processed and Other Meat","E09000014",0.025045208,2011
"Processed Meat","E09000014",2.334538907,2011
"Red Meat","E09000014",1.251550699,2011
"Rice","E09000014",0.251612155,2011
"Sauces and spices","E09000014",0.112235568,2011
"Sugar confectionary and jam","E09000014",1.394853474,2011
"Takeaway","E09000014",1.956675149,2011
"Tea","E09000014",0.169261096,2011
"Tobacco","E09000014",1.653073841,2011
"Vegtables","E09000014",3.114090891,2011
"Alcohol at home","E09000015",2.382817708,2011
"Alcohol away from home","E09000015",2.710480091,2011
"Bread","E09000015",1.804367016,2011
"Butter","E09000015",0.170004532,2011
"Cakes puddings and pastry","E09000015",0.803403514,2011
"Coffee","E09000015",0.234257957,2011
"Eating out","E09000015",9.641617817,2011
"Eggs","E09000015",0.306020772,2011
"Fish","E09000015",1.123552344,2011
"Fruit","E09000015",2.011083557,2011
"Milk products","E09000015",2.581184365,2011
"Non alcoholic drinks","E09000015",1.458129604,2011
"Oils and fats","E09000015",0.404311013,2011
"Other","E09000015",1.2580373,2011
"Pasta","E09000015",0.188660857,2011
"Poultry","E09000015",0.972644643,2011
"Processed and Other Meat","E09000015",0.028232731,2011
"Processed Meat","E09000015",2.141690349,2011
"Red Meat","E09000015",1.36709583,2011
"Rice","E09000015",0.304999025,2011
"Sauces and spices","E09000015",0.126269023,2011
"Sugar confectionary and jam","E09000015",1.441812385,2011
"Takeaway","E09000015",1.82939283,2011
"Tea","E09000015",0.183321114,2011
"Tobacco","E09000015",1.500683102,2011
"Vegtables","E09000015",3.41902272,2011
"Alcohol at home","E09000016",3.291634477,2011
"Alcohol away from home","E09000016",3.53231695,2011
"Bread","E09000016",2.069959274,2011
"Butter","E09000016",0.199453387,2011
"Cakes puddings and pastry","E09000016",0.954253887,2011
"Coffee","E09000016",0.291389968,2011
"Eating out","E09000016",10.340221328,2011
"Eggs","E09000016",0.297602743,2011
"Fish","E09000016",1.125312909,2011
"Fruit","E09000016",1.93724037,2011
"Milk products","E09000016",2.831255981,2011
"Non alcoholic drinks","E09000016",1.531586314,2011
"Oils and fats","E09000016",0.395570506,2011
"Other","E09000016",1.351284047,2011
"Pasta","E09000016",0.190673757,2011
"Poultry","E09000016",0.983845138,2011
"Processed and Other Meat","E09000016",0.015004721,2011
"Processed Meat","E09000016",2.969948545,2011
"Red Meat","E09000016",1.417022382,2011
"Rice","E09000016",0.181116569,2011
"Sauces and spices","E09000016",0.104251348,2011
"Sugar confectionary and jam","E09000016",1.670101097,2011
"Takeaway","E09000016",1.944419483,2011
"Tea","E09000016",0.214407975,2011
"Tobacco","E09000016",1.879510782,2011
"Vegtables","E09000016",3.423641569,2011
"Alcohol at home","E09000017",2.721770319,2011
"Alcohol away from home","E09000017",3.176434539,2011
"Bread","E09000017",1.865634241,2011
"Butter","E09000017",0.172094372,2011
"Cakes puddings and pastry","E09000017",0.850221606,2011
"Coffee","E09000017",0.24744405,2011
"Eating out","E09000017",9.829678622,2011
"Eggs","E09000017",0.289814449,2011
"Fish","E09000017",1.059751028,2011
"Fruit","E09000017",1.856405864,2011
"Milk products","E09000017",2.610860612,2011
"Non alcoholic drinks","E09000017",1.477905532,2011
"Oils and fats","E09000017",0.385359703,2011
"Other","E09000017",1.282023982,2011
"Pasta","E09000017",0.190793391,2011
"Poultry","E09000017",0.953729068,2011
"Processed and Other Meat","E09000017",0.019380837,2011
"Processed Meat","E09000017",2.459430235,2011
"Red Meat","E09000017",1.310873321,2011
"Rice","E09000017",0.242551367,2011
"Sauces and spices","E09000017",0.108131378,2011
"Sugar confectionary and jam","E09000017",1.503644019,2011
"Takeaway","E09000017",1.906524508,2011
"Tea","E09000017",0.187571135,2011
"Tobacco","E09000017",1.704257429,2011
"Vegtables","E09000017",3.277520572,2011
"Alcohol at home","E09000018",2.521490619,2011
"Alcohol away from home","E09000018",3.094881084,2011
"Bread","E09000018",1.798257854,2011
"Butter","E09000018",0.160623723,2011
"Cakes puddings and pastry","E09000018",0.800022476,2011
"Coffee","E09000018",0.240930632,2011
"Eating out","E09000018",9.89562399,2011
"Eggs","E09000018",0.291359234,2011
"Fish","E09000018",1.050767479,2011
"Fruit","E09000018",1.87793738,2011
"Milk products","E09000018",2.542732289,2011
"Non alcoholic drinks","E09000018",1.477989384,2011
"Oils and fats","E09000018",0.393749669,2011
"Other","E09000018",1.245038196,2011
"Pasta","E09000018",0.194691419,2011
"Poultry","E09000018",0.955702939,2011
"Processed and Other Meat","E09000018",0.024452886,2011
"Processed Meat","E09000018",2.270054015,2011
"Red Meat","E09000018",1.315730488,2011
"Rice","E09000018",0.276313835,2011
"Sauces and spices","E09000018",0.117105503,2011
"Sugar confectionary and jam","E09000018",1.427650197,2011
"Takeaway","E09000018",1.937170098,2011
"Tea","E09000018",0.179266532,2011
"Tobacco","E09000018",1.63262614,2011
"Vegtables","E09000018",3.289215292,2011
"Alcohol at home","E09000019",2.99202989,2011
"Alcohol away from home","E09000019",4.053378562,2011
"Bread","E09000019",1.791859136,2011
"Butter","E09000019",0.160840635,2011
"Cakes puddings and pastry","E09000019",0.822583821,2011
"Coffee","E09000019",0.25138599,2011
"Eating out","E09000019",11.83933538,2011
"Eggs","E09000019",0.283227049,2011
"Fish","E09000019",1.058786229,2011
"Fruit","E09000019",1.816365616,2011
"Milk products","E09000019",2.443795794,2011
"Non alcoholic drinks","E09000019",1.557569017,2011
"Oils and fats","E09000019",0.411770575,2011
"Other","E09000019",1.193298606,2011
"Pasta","E09000019",0.201396398,2011
"Poultry","E09000019",0.938346571,2011
"Processed and Other Meat","E09000019",0.017836635,2011
"Processed Meat","E09000019",2.450004213,2011
"Red Meat","E09000019",1.264448307,2011
"Rice","E09000019",0.235705866,2011
"Sauces and spices","E09000019",0.113431517,2011
"Sugar confectionary and jam","E09000019",1.458229623,2011
"Takeaway","E09000019",2.170410008,2011
"Tea","E09000019",0.176883711,2011
"Tobacco","E09000019",1.705340243,2011
"Vegtables","E09000019",3.308920502,2011
"Alcohol at home","E09000020",3.395875523,2011
"Alcohol away from home","E09000020",3.917637993,2011
"Bread","E09000020",1.88652549,2011
"Butter","E09000020",0.186329184,2011
"Cakes puddings and pastry","E09000020",0.856098747,2011
"Coffee","E09000020",0.27530207,2011
"Eating out","E09000020",11.991648366,2011
"Eggs","E09000020",0.293396356,2011
"Fish","E09000020",1.168842303,2011
"Fruit","E09000020",1.940213242,2011
"Milk products","E09000020",2.589257683,2011
"Non alcoholic drinks","E09000020",1.540173887,2011
"Oils and fats","E09000020",0.434354208,2011
"Other","E09000020",1.245674523,2011
"Pasta","E09000020",0.204820286,2011
"Poultry","E09000020",0.940735065,2011
"Processed and Other Meat","E09000020",0.020525688,2011
"Processed Meat","E09000020",2.61189955,2011
"Red Meat","E09000020",1.364358823,2011
"Rice","E09000020",0.230579498,2011
"Sauces and spices","E09000020",0.120419988,2011
"Sugar confectionary and jam","E09000020",1.544433465,2011
"Takeaway","E09000020",2.084983463,2011
"Tea","E09000020",0.194479186,2011
"Tobacco","E09000020",1.808766585,2011
"Vegtables","E09000020",3.464164214,2011
"Alcohol at home","E09000021",3.055876024,2011
"Alcohol away from home","E09000021",3.649909643,2011
"Bread","E09000021",1.927685926,2011
"Butter","E09000021",0.183352587,2011
"Cakes puddings and pastry","E09000021",0.875462229,2011
"Coffee","E09000021",0.269412193,2011
"Eating out","E09000021",10.97671204,2011
"Eggs","E09000021",0.292501512,2011
"Fish","E09000021",1.090378089,2011
"Fruit","E09000021",1.880849351,2011
"Milk products","E09000021",2.668038286,2011
"Non alcoholic drinks","E09000021",1.507751192,2011
"Oils and fats","E09000021",0.383967663,2011
"Other","E09000021",1.301908816,2011
"Pasta","E09000021",0.196646652,2011
"Poultry","E09000021",0.935876624,2011
"Processed and Other Meat","E09000021",0.015265395,2011
"Processed Meat","E09000021",2.637752,2011
"Red Meat","E09000021",1.318900121,2011
"Rice","E09000021",0.219977473,2011
"Sauces and spices","E09000021",0.107130382,2011
"Sugar confectionary and jam","E09000021",1.575452751,2011
"Takeaway","E09000021",2.00919635,2011
"Tea","E09000021",0.197084505,2011
"Tobacco","E09000021",1.759915173,2011
"Vegtables","E09000021",3.365896103,2011
"Alcohol at home","E09000022",2.811382006,2011
"Alcohol away from home","E09000022",3.759049832,2011
"Bread","E09000022",1.774822025,2011
"Butter","E09000022",0.146823317,2011
"Cakes puddings and pastry","E09000022",0.845550783,2011
"Coffee","E09000022",0.226977489,2011
"Eating out","E09000022",10.470986612,2011
"Eggs","E09000022",0.268502739,2011
"Fish","E09000022",0.97091456,2011
"Fruit","E09000022",1.714929455,2011
"Milk products","E09000022",2.407949719,2011
"Non alcoholic drinks","E09000022",1.608512357,2011
"Oils and fats","E09000022",0.414619424,2011
"Other","E09000022",1.184626138,2011
"Pasta","E09000022",0.201124952,2011
"Poultry","E09000022",0.950121157,2011
"Processed and Other Meat","E09000022",0.020760876,2011
"Processed Meat","E09000022",2.435302006,2011
"Red Meat","E09000022",1.227065056,2011
"Rice","E09000022",0.241951062,2011
"Sauces and spices","E09000022",0.112467927,2011
"Sugar confectionary and jam","E09000022",1.419770123,2011
"Takeaway","E09000022",2.169750705,2011
"Tea","E09000022",0.169427914,2011
"Tobacco","E09000022",1.724638584,2011
"Vegtables","E09000022",3.159418795,2011
"Alcohol at home","E09000023",2.59376459,2011
"Alcohol away from home","E09000023",3.011895418,2011
"Bread","E09000023",1.784053659,2011
"Butter","E09000023",0.145586745,2011
"Cakes puddings and pastry","E09000023",0.855915966,2011
"Coffee","E09000023",0.219635452,2011
"Eating out","E09000023",8.975553201,2011
"Eggs","E09000023",0.271096656,2011
"Fish","E09000023",0.985783763,2011
"Fruit","E09000023",1.73542401,2011
"Milk products","E09000023",2.440851563,2011
"Non alcoholic drinks","E09000023",1.613026782,2011
"Oils and fats","E09000023",0.439325589,2011
"Other","E09000023",1.211335687,2011
"Pasta","E09000023",0.194644984,2011
"Poultry","E09000023",0.97942089,2011
"Processed and Other Meat","E09000023",0.027075291,2011
"Processed Meat","E09000023",2.388263121,2011
"Red Meat","E09000023",1.274989213,2011
"Rice","E09000023",0.25502663,2011
"Sauces and spices","E09000023",0.115736285,2011
"Sugar confectionary and jam","E09000023",1.414184899,2011
"Takeaway","E09000023",1.977448857,2011
"Tea","E09000023",0.167798433,2011
"Tobacco","E09000023",1.619164193,2011
"Vegtables","E09000023",3.124315102,2011
"Alcohol at home","E09000024",2.876325383,2011
"Alcohol away from home","E09000024",3.357801375,2011
"Bread","E09000024",1.857353805,2011
"Butter","E09000024",0.169749564,2011
"Cakes puddings and pastry","E09000024",0.85349747,2011
"Coffee","E09000024",0.250540211,2011
"Eating out","E09000024",10.381930552,2011
"Eggs","E09000024",0.287712756,2011
"Fish","E09000024",1.082831466,2011
"Fruit","E09000024",1.877389537,2011
"Milk products","E09000024",2.58540759,2011
"Non alcoholic drinks","E09000024",1.551327143,2011
"Oils and fats","E09000024",0.407374583,2011
"Other","E09000024",1.266006518,2011
"Pasta","E09000024",0.197237572,2011
"Poultry","E09000024",0.968950079,2011
"Processed and Other Meat","E09000024",0.023814074,2011
"Processed Meat","E09000024",2.481500754,2011
"Red Meat","E09000024",1.31538976,2011
"Rice","E09000024",0.246222733,2011
"Sauces and spices","E09000024",0.11587402,2011
